,Renda,Idade,Emprestimo,Finalidade,Tempo Trabalho,Taxa,Renda Emp.,Situação
14729,41000,22,15000,DEBTCONSOLIDATION,3.0,12.73,0.37,1
14730,85850,24,12000,MEDICAL,3.0,15.99,0.12,1
14731,113000,23,12000,DEBTCONSOLIDATION,4.0,7.66,0.11,0
14732,113000,23,8000,EDUCATION,7.0,5.79,0.07,0
14735,113000,22,25000,EDUCATION,6.0,12.53,0.22,0
14736,113000,24,2100,VENTURE,8.0,7.4,0.02,0
14737,42000,23,15000,VENTURE,7.0,13.49,0.36,1
14739,101000,26,25000,VENTURE,10.0,17.46,0.25,1
14741,113135,25,25000,PERSONAL,9.0,10.59,0.22,0
14742,113200,23,24250,EDUCATION,3.0,10.62,0.21,0
14743,113217,24,6000,EDUCATION,2.0,7.88,0.05,0
14745,113676,24,7200,EDUCATION,8.0,6.99,0.06,0
14746,113698,23,15000,EDUCATION,7.0,7.9,0.13,0
14747,42000,23,15000,VENTURE,7.0,11.83,0.36,1
14748,114000,23,17325,EDUCATION,1.0,11.99,0.15,0
14749,27560,22,2800,EDUCATION,6.0,11.49,0.1,0
14750,114000,23,6000,VENTURE,7.0,8.49,0.05,0
14751,42000,24,15000,VENTURE,0.0,11.58,0.36,1
14752,114000,23,8000,EDUCATION,7.0,12.68,0.07,0
14753,36000,25,15000,MEDICAL,1.0,15.05,0.42,1
14755,114000,26,14400,PERSONAL,10.0,7.14,0.13,0
14756,42300,24,15000,PERSONAL,8.0,11.99,0.35,1
14758,102000,25,25000,HOMEIMPROVEMENT,7.0,20.16,0.25,1
14759,114000,25,10000,EDUCATION,4.0,9.32,0.09,0
14760,114000,24,15000,DEBTCONSOLIDATION,2.0,9.76,0.13,0
14761,27336,25,5500,VENTURE,9.0,13.23,0.2,0
14762,36500,23,15000,HOMEIMPROVEMENT,2.0,15.65,0.41,1
14763,114600,23,10000,EDUCATION,7.0,13.06,0.09,0
14764,114996,25,5000,DEBTCONSOLIDATION,7.0,13.49,0.04,0
14765,27168,24,7500,VENTURE,5.0,9.99,0.28,0
14766,102996,25,20000,DEBTCONSOLIDATION,4.0,14.54,0.19,1
14767,114996,26,24000,EDUCATION,1.0,10.62,0.21,0
14768,115000,23,10000,EDUCATION,7.0,14.27,0.09,0
14770,115000,25,19000,DEBTCONSOLIDATION,3.0,13.49,0.17,0
14771,115000,25,4000,PERSONAL,9.0,6.03,0.03,0
14772,43000,22,15000,EDUCATION,0.0,8.49,0.35,1
14773,115000,23,24000,EDUCATION,4.0,7.9,0.21,0
14774,43000,22,15000,DEBTCONSOLIDATION,7.0,10.99,0.35,1
14775,37680,24,15000,EDUCATION,8.0,19.82,0.4,1
14776,115000,24,15000,VENTURE,3.0,6.03,0.13,0
14777,38400,25,15000,DEBTCONSOLIDATION,3.0,10.65,0.39,1
14778,115000,25,18000,PERSONAL,7.0,7.51,0.16,0
14779,115000,23,5000,EDUCATION,7.0,14.27,0.04,0
14781,115000,25,19000,MEDICAL,9.0,13.49,0.17,0
14782,45000,23,15000,PERSONAL,1.0,7.9,0.33,1
14783,115000,23,8000,VENTURE,1.0,8.49,0.07,0
14784,115000,22,12000,VENTURE,6.0,5.99,0.1,0
14785,115000,23,5600,DEBTCONSOLIDATION,4.0,5.42,0.05,0
14786,115000,23,10000,EDUCATION,3.0,10.59,0.09,0
14787,115000,24,35000,DEBTCONSOLIDATION,8.0,16.89,0.3,0
14788,115000,25,7600,EDUCATION,3.0,6.99,0.07,0
14789,45000,23,15000,PERSONAL,5.0,7.49,0.33,1
14790,103000,22,15000,PERSONAL,6.0,9.63,0.15,1
14791,45000,26,15000,DEBTCONSOLIDATION,10.0,7.29,0.33,1
14792,45000,22,15000,DEBTCONSOLIDATION,0.0,10.37,0.33,1
14793,39000,23,15000,MEDICAL,7.0,15.28,0.38,1
14794,45000,26,15000,EDUCATION,3.0,8.88,0.33,1
14795,115000,22,13600,VENTURE,7.0,7.29,0.12,0
14796,115000,25,20000,EDUCATION,1.0,15.65,0.17,0
14797,115000,25,20000,VENTURE,4.0,6.91,0.17,0
14799,115000,25,4000,MEDICAL,4.0,7.88,0.03,0
14800,115000,24,1500,HOMEIMPROVEMENT,7.0,6.76,0.01,0
14801,115000,24,10000,HOMEIMPROVEMENT,8.0,7.51,0.09,0
14802,45000,25,15000,MEDICAL,0.0,13.48,0.33,1
14803,115000,24,8000,DEBTCONSOLIDATION,4.0,7.51,0.07,0
14804,115000,26,6000,VENTURE,5.0,10.75,0.05,0
14805,39000,26,15000,VENTURE,1.0,16.07,0.38,1
14806,103000,26,14000,PERSONAL,0.0,13.57,0.14,1
14807,115000,25,8000,VENTURE,5.0,19.13,0.07,0
14809,39000,23,15000,EDUCATION,1.0,12.21,0.38,1
14810,45000,23,15000,PERSONAL,7.0,12.84,0.33,1
14811,115000,23,13000,EDUCATION,3.0,11.83,0.11,0
14812,115000,26,15000,HOMEIMPROVEMENT,6.0,12.87,0.13,0
14813,115000,24,15000,EDUCATION,8.0,11.48,0.13,0
14815,39000,26,15000,MEDICAL,3.0,15.37,0.38,1
14816,115000,26,20000,EDUCATION,3.0,13.16,0.17,0
14817,115000,25,25000,VENTURE,4.0,12.53,0.22,0
14818,115000,21,20000,DEBTCONSOLIDATION,2.0,10.83,0.17,0
14819,39000,25,15000,HOMEIMPROVEMENT,4.0,12.92,0.38,1
14820,115200,25,14000,VENTURE,1.0,6.62,0.12,0
14821,115200,26,4500,DEBTCONSOLIDATION,10.0,11.97,0.04,0
14822,46890,26,15000,PERSONAL,9.0,12.99,0.32,1
14823,115500,24,3200,EDUCATION,2.0,16.29,0.03,0
14824,47000,26,15000,MEDICAL,7.0,7.9,0.32,1
14825,115500,24,10000,HOMEIMPROVEMENT,8.0,7.75,0.09,0
14826,115600,26,9925,DEBTCONSOLIDATION,4.0,7.29,0.09,0
14827,115731,20,9625,DEBTCONSOLIDATION,4.0,10.74,0.08,0
14828,115731,25,7200,HOMEIMPROVEMENT,3.0,7.14,0.06,0
14829,115800,24,12000,PERSONAL,5.0,10.99,0.1,0
14830,47000,24,15000,VENTURE,8.0,18.64,0.32,1
14831,116000,25,35000,EDUCATION,0.0,17.58,0.3,0
14832,116000,23,15825,EDUCATION,8.0,15.62,0.14,0
14833,116000,22,12000,DEBTCONSOLIDATION,3.0,10.25,0.1,0
14834,47000,23,15000,VENTURE,3.0,11.48,0.32,1
14835,31000,25,1800,EDUCATION,2.0,8.32,0.06,0
14836,116000,25,19950,VENTURE,9.0,9.96,0.17,0
14837,116004,23,14000,PERSONAL,1.0,12.99,0.12,0
14838,33000,22,1800,EDUCATION,1.0,5.42,0.05,0
14839,116004,26,20000,VENTURE,11.0,12.21,0.17,0
14840,33195,23,1800,EDUCATION,5.0,11.99,0.05,0
14841,26400,24,3000,VENTURE,8.0,10.59,0.11,0
14842,33660,24,1800,PERSONAL,3.0,7.51,0.05,0
14843,34000,21,1800,EDUCATION,4.0,11.49,0.05,0
14844,116700,22,6000,EDUCATION,0.0,8.49,0.05,0
14845,35000,23,1800,EDUCATION,4.0,10.59,0.05,0
14846,104736,23,25000,DEBTCONSOLIDATION,3.0,14.11,0.24,1
14847,26400,24,9600,VENTURE,4.0,7.49,0.36,0
14848,35000,24,1800,MEDICAL,0.0,7.14,0.05,0
14849,26400,21,3000,DEBTCONSOLIDATION,3.0,14.54,0.11,0
14851,35000,26,1800,MEDICAL,3.0,11.36,0.05,0
14852,117000,22,11000,EDUCATION,6.0,6.92,0.09,0
14853,30000,25,1800,MEDICAL,9.0,8.49,0.06,1
14854,117000,21,4800,PERSONAL,3.0,14.54,0.04,0
14855,26400,26,8000,HOMEIMPROVEMENT,8.0,5.79,0.3,0
14856,117000,26,7200,VENTURE,10.0,10.74,0.06,0
14857,117000,23,3700,MEDICAL,7.0,10.74,0.03,0
14858,117000,26,6000,HOMEIMPROVEMENT,8.0,7.51,0.05,0
14860,89250,22,25000,MEDICAL,3.0,12.53,0.24,1
14861,117000,23,14000,VENTURE,8.0,15.68,0.12,0
14862,26400,22,7300,PERSONAL,1.0,13.61,0.28,0
14863,37500,23,1800,DEBTCONSOLIDATION,0.0,8.94,0.05,0
14864,117000,22,7500,EDUCATION,6.0,13.24,0.06,0
14865,117014,25,8400,VENTURE,5.0,7.29,0.07,0
14866,117696,23,15000,EDUCATION,2.0,6.03,0.13,0
14867,117996,24,18000,VENTURE,6.0,17.04,0.15,0
14868,118000,24,28000,VENTURE,4.0,7.9,0.24,0
14870,118000,26,25000,DEBTCONSOLIDATION,4.0,7.9,0.21,0
14871,40000,26,1800,VENTURE,0.0,13.23,0.04,0
14872,118000,24,5000,HOMEIMPROVEMENT,8.0,5.42,0.04,0
14875,118000,25,15000,HOMEIMPROVEMENT,8.0,7.88,0.13,0
14876,118000,25,25000,HOMEIMPROVEMENT,8.0,11.12,0.21,0
14877,118000,23,12000,PERSONAL,4.0,13.11,0.1,0
14878,47000,23,15000,PERSONAL,1.0,12.04,0.32,1
14879,118000,21,14000,VENTURE,5.0,7.88,0.12,0
14881,118000,25,2000,DEBTCONSOLIDATION,9.0,7.12,0.02,0
14882,118189,25,25000,VENTURE,9.0,11.49,0.21,0
14883,48000,22,15000,EDUCATION,6.0,15.96,0.31,1
14886,118812,22,15000,MEDICAL,6.0,13.35,0.13,0
14887,42000,24,15000,EDUCATION,8.0,15.27,0.36,1
14888,119000,22,35000,PERSONAL,6.0,16.49,0.29,0
14889,107000,22,24000,HOMEIMPROVEMENT,6.0,19.69,0.22,1
14890,42000,22,15000,MEDICAL,6.0,9.63,0.36,1
14892,48000,23,15000,EDUCATION,5.0,6.91,0.31,1
14893,119000,26,9000,DEBTCONSOLIDATION,3.0,7.74,0.08,0
14894,119000,26,15000,VENTURE,6.0,14.42,0.13,0
14895,119496,23,12000,EDUCATION,7.0,7.88,0.1,0
14896,119500,23,24000,PERSONAL,4.0,7.51,0.2,0
14897,119500,24,3500,HOMEIMPROVEMENT,8.0,12.18,0.03,0
14898,26000,22,7100,EDUCATION,2.0,7.49,0.27,0
14899,120000,25,10000,EDUCATION,4.0,9.91,0.08,0
14901,48000,23,15000,DEBTCONSOLIDATION,2.0,10.75,0.31,1
14902,48000,22,15000,EDUCATION,6.0,7.51,0.31,1
14903,48000,21,15000,PERSONAL,1.0,11.48,0.31,1
14904,120000,24,10000,EDUCATION,8.0,6.03,0.08,0
14905,120000,26,23000,DEBTCONSOLIDATION,10.0,6.62,0.19,0
14906,48000,22,15000,MEDICAL,5.0,11.89,0.31,1
14907,120000,24,20000,VENTURE,8.0,7.9,0.17,0
14910,120000,23,4400,VENTURE,7.0,11.71,0.04,0
14911,48800,23,15000,EDUCATION,3.0,11.36,0.31,1
14912,43000,25,15000,MEDICAL,9.0,15.57,0.35,1
14913,49000,25,15000,MEDICAL,5.0,12.18,0.31,1
14914,49812,24,15000,MEDICAL,4.0,6.17,0.3,0
14915,120000,25,3000,HOMEIMPROVEMENT,1.0,14.27,0.03,0
14916,120000,22,8000,EDUCATION,6.0,12.69,0.07,0
14917,120000,22,8900,PERSONAL,3.0,11.71,0.07,0
14918,50000,22,15000,EDUCATION,6.0,6.03,0.3,0
14919,120000,25,21000,HOMEIMPROVEMENT,5.0,7.9,0.17,0
14920,120000,25,28000,PERSONAL,5.0,7.9,0.23,0
14921,120000,23,2400,EDUCATION,4.0,12.42,0.02,0
14922,120000,25,15000,EDUCATION,7.0,14.65,0.13,0
14924,50000,26,15000,EDUCATION,3.0,9.91,0.3,0
14925,50000,24,15000,EDUCATION,0.0,13.49,0.3,0
14926,120000,25,10000,MEDICAL,5.0,6.62,0.08,0
14927,25920,24,3250,EDUCATION,4.0,15.99,0.13,0
14928,120000,23,10000,DEBTCONSOLIDATION,7.0,9.91,0.08,0
14929,120000,23,4000,EDUCATION,8.0,10.65,0.03,0
14930,25899,22,6250,VENTURE,7.0,12.69,0.24,0
14931,120000,23,5000,VENTURE,3.0,8.9,0.04,0
14932,120000,24,7000,HOMEIMPROVEMENT,3.0,15.62,0.06,0
14933,120000,25,5000,MEDICAL,9.0,8.49,0.04,0
14934,120000,26,5600,HOMEIMPROVEMENT,10.0,13.49,0.05,0
14935,120000,23,8500,MEDICAL,7.0,5.42,0.07,0
14936,44000,22,15000,HOMEIMPROVEMENT,5.0,11.11,0.34,1
14937,120000,23,30000,MEDICAL,3.0,11.49,0.25,0
14938,120000,22,16800,EDUCATION,0.0,15.62,0.14,0
14939,120000,26,10000,VENTURE,11.0,5.99,0.08,0
14940,50000,23,15000,PERSONAL,7.0,10.37,0.3,0
14942,91800,24,10000,MEDICAL,8.0,19.29,0.09,1
14943,108000,26,15000,HOMEIMPROVEMENT,8.0,11.49,0.14,1
14944,120000,25,21000,PERSONAL,9.0,13.49,0.17,0
14945,120000,23,12000,EDUCATION,7.0,5.42,0.1,0
14946,120000,25,10000,PERSONAL,2.0,20.99,0.08,0
14947,120000,22,5000,MEDICAL,3.0,14.79,0.04,0
14948,120000,24,20000,EDUCATION,9.0,9.99,0.17,0
14949,120000,24,5275,EDUCATION,8.0,5.42,0.04,0
14950,120000,23,6000,MEDICAL,7.0,6.99,0.05,0
14951,50000,23,15000,VENTURE,1.0,13.61,0.3,0
14952,120000,22,12000,VENTURE,6.0,7.49,0.1,0
14953,120000,24,16000,PERSONAL,5.0,6.99,0.13,0
14954,50000,23,15000,PERSONAL,7.0,7.88,0.3,0
14955,91800,24,5000,MEDICAL,8.0,15.99,0.05,1
14956,120000,23,6000,MEDICAL,5.0,9.99,0.05,0
14957,44000,25,15000,EDUCATION,1.0,14.59,0.34,1
14958,50000,24,15000,VENTURE,2.0,11.36,0.3,0
14959,120000,24,4800,MEDICAL,3.0,5.99,0.04,0
14960,120000,24,20000,PERSONAL,8.0,12.99,0.17,0
14961,120000,23,3600,VENTURE,7.0,10.59,0.03,0
14962,120000,22,22000,MEDICAL,3.0,7.49,0.18,0
14963,120000,23,3750,DEBTCONSOLIDATION,7.0,5.42,0.03,0
14964,120000,26,13000,EDUCATION,5.0,10.99,0.11,0
14965,120000,25,14500,MEDICAL,7.0,7.49,0.12,0
14966,120000,26,5000,MEDICAL,10.0,13.49,0.04,0
14967,120000,26,8000,EDUCATION,5.0,7.29,0.07,0
14968,120000,25,10000,PERSONAL,9.0,5.42,0.08,0
14969,50004,26,15000,VENTURE,3.0,13.72,0.3,0
14970,50004,22,15000,VENTURE,6.0,15.05,0.3,0
14973,120000,24,14000,HOMEIMPROVEMENT,8.0,10.74,0.12,0
14974,44172,22,15000,PERSONAL,4.0,10.37,0.34,1
14975,50400,26,15000,HOMEIMPROVEMENT,10.0,10.75,0.3,0
14976,120000,25,28000,HOMEIMPROVEMENT,9.0,10.74,0.23,0
14977,50500,25,15000,VENTURE,4.0,11.14,0.3,0
14978,120000,25,10000,PERSONAL,9.0,10.37,0.08,0
14979,120000,26,10000,MEDICAL,10.0,5.42,0.08,0
14981,120000,22,17400,EDUCATION,2.0,7.66,0.14,0
14982,51000,22,15000,DEBTCONSOLIDATION,6.0,11.11,0.29,0
14983,120000,23,6000,VENTURE,7.0,13.06,0.05,0
14984,25000,25,6000,VENTURE,9.0,7.51,0.24,0
14985,51000,24,15000,MEDICAL,6.0,11.12,0.29,0
14986,120000,23,24250,PERSONAL,2.0,16.02,0.2,0
14987,51000,25,15000,VENTURE,1.0,13.48,0.29,0
14988,120000,23,16000,DEBTCONSOLIDATION,7.0,10.37,0.13,0
14989,120000,24,15000,PERSONAL,8.0,15.28,0.13,0
14991,120000,25,13000,EDUCATION,2.0,9.99,0.11,0
14993,91800,26,10000,MEDICAL,10.0,16.32,0.09,1
14994,51500,24,15000,EDUCATION,8.0,8.49,0.29,0
14997,51996,24,15000,MEDICAL,2.0,13.22,0.29,0
14998,120000,26,10000,EDUCATION,2.0,5.42,0.08,0
14999,120000,24,8400,DEBTCONSOLIDATION,8.0,13.72,0.07,0
15000,46000,23,15000,MEDICAL,3.0,16.0,0.33,1
15001,52000,23,15000,VENTURE,7.0,14.26,0.29,0
15002,120000,24,25000,EDUCATION,0.0,15.2,0.21,0
15003,52000,25,15000,EDUCATION,4.0,12.18,0.29,0
15004,120000,25,25000,PERSONAL,9.0,13.72,0.21,0
15005,120000,25,4000,MEDICAL,7.0,5.42,0.03,0
15006,52500,22,15000,EDUCATION,2.0,10.37,0.29,0
15007,120000,25,9500,DEBTCONSOLIDATION,5.0,5.42,0.08,0
15010,120000,24,3000,MEDICAL,1.0,6.39,0.03,0
15012,120000,23,6000,EDUCATION,2.0,6.76,0.05,0
15013,120000,23,8000,EDUCATION,7.0,13.61,0.07,0
15014,91800,24,15000,MEDICAL,8.0,16.32,0.14,1
15015,52596,22,15000,PERSONAL,1.0,10.74,0.29,0
15016,120000,26,4600,PERSONAL,3.0,6.39,0.04,0
15017,120000,23,10000,MEDICAL,8.0,7.88,0.08,0
15018,120000,26,4000,DEBTCONSOLIDATION,8.0,7.14,0.03,0
15020,120000,23,10000,EDUCATION,7.0,7.51,0.08,0
15021,120000,23,4900,DEBTCONSOLIDATION,7.0,7.14,0.04,0
15022,23000,24,1600,EDUCATION,2.0,7.68,0.07,0
15023,25000,25,1600,DEBTCONSOLIDATION,1.0,9.99,0.06,0
15024,120000,24,12000,PERSONAL,2.0,7.51,0.1,0
15025,25000,25,1600,MEDICAL,4.0,12.98,0.06,0
15026,25000,24,1600,PERSONAL,3.0,12.53,0.06,0
15028,26000,23,1600,PERSONAL,1.0,16.29,0.06,1
15029,120000,25,6000,HOMEIMPROVEMENT,4.0,6.76,0.05,0
15030,120000,26,10000,HOMEIMPROVEMENT,10.0,14.59,0.08,0
15031,26880,22,1600,DEBTCONSOLIDATION,2.0,11.12,0.06,0
15032,28150,22,1600,MEDICAL,0.0,6.39,0.06,0
15033,28800,25,1600,MEDICAL,2.0,6.62,0.06,0
15034,29124,23,1600,EDUCATION,3.0,10.83,0.05,0
15035,120000,26,10000,PERSONAL,10.0,12.73,0.08,0
15036,120000,26,15000,PERSONAL,10.0,13.11,0.13,0
15037,30000,25,1600,PERSONAL,8.0,16.29,0.05,0
15038,91800,24,16000,MEDICAL,0.0,14.22,0.15,1
15039,120000,21,15000,VENTURE,5.0,10.25,0.13,0
15040,31000,22,1600,MEDICAL,2.0,9.32,0.05,0
15041,120000,26,20000,PERSONAL,0.0,13.85,0.17,0
15042,120000,23,25000,PERSONAL,0.0,15.31,0.21,0
15043,120000,24,21000,HOMEIMPROVEMENT,8.0,14.26,0.17,0
15044,25000,25,17500,MEDICAL,4.0,14.22,0.7,0
15045,25000,26,5000,EDUCATION,1.0,9.88,0.2,0
15046,29000,23,1600,DEBTCONSOLIDATION,0.0,7.88,0.06,1
15047,37500,24,1600,DEBTCONSOLIDATION,2.0,11.03,0.04,0
15048,32000,26,1600,VENTURE,5.0,14.46,0.05,1
15049,120000,23,14000,VENTURE,8.0,8.94,0.12,0
15050,25000,25,2000,VENTURE,4.0,10.99,0.08,0
15051,25000,22,13000,VENTURE,6.0,7.88,0.52,0
15052,120000,23,17000,PERSONAL,0.0,8.94,0.14,0
15053,32400,24,1600,EDUCATION,0.0,13.98,0.05,1
15055,120000,22,18000,MEDICAL,5.0,8.94,0.15,0
15056,120000,26,16000,DEBTCONSOLIDATION,10.0,8.94,0.13,0
15057,120000,22,9600,MEDICAL,3.0,13.22,0.08,0
15058,120000,26,20000,HOMEIMPROVEMENT,1.0,17.74,0.17,0
15060,120000,24,25000,EDUCATION,1.0,18.53,0.21,0
15061,25000,23,8000,EDUCATION,1.0,8.59,0.32,0
15062,120000,26,20000,HOMEIMPROVEMENT,10.0,13.79,0.17,0
15063,45000,23,1600,VENTURE,6.0,10.08,0.04,0
15064,48000,23,1600,EDUCATION,4.0,13.98,0.03,0
15065,120000,24,15200,VENTURE,0.0,12.21,0.13,0
15066,48000,22,1600,MEDICAL,1.0,14.26,0.03,0
15067,108000,23,18000,HOMEIMPROVEMENT,7.0,11.26,0.17,1
15068,53616,23,1600,EDUCATION,6.0,12.42,0.03,0
15069,120000,23,20000,MEDICAL,7.0,12.21,0.17,0
15070,120000,24,16000,DEBTCONSOLIDATION,0.0,9.63,0.13,0
15071,51000,21,1600,VENTURE,5.0,15.62,0.03,1
15072,60000,23,1600,MEDICAL,1.0,13.99,0.03,0
15074,54000,21,1600,VENTURE,0.0,14.96,0.03,1
15075,62000,24,1600,MEDICAL,1.0,13.85,0.03,0
15076,120000,25,20000,HOMEIMPROVEMENT,9.0,11.14,0.17,0
15077,108000,24,25000,DEBTCONSOLIDATION,1.0,13.99,0.23,1
15078,120000,26,25000,HOMEIMPROVEMENT,7.0,15.76,0.21,0
15079,120000,23,23000,EDUCATION,0.0,11.03,0.19,0
15080,120000,26,25000,EDUCATION,8.0,9.76,0.21,0
15081,120000,24,9500,HOMEIMPROVEMENT,8.0,11.66,0.08,0
15082,120000,25,3000,EDUCATION,3.0,10.14,0.03,0
15083,70000,23,1600,DEBTCONSOLIDATION,7.0,11.14,0.02,0
15084,82000,22,1600,EDUCATION,2.0,11.89,0.02,0
15085,24996,22,13000,PERSONAL,2.0,8.88,0.52,0
15088,120456,22,20000,EDUCATION,6.0,14.96,0.17,0
15089,24996,21,5000,VENTURE,5.0,7.51,0.2,0
15090,34480,22,1550,VENTURE,4.0,15.21,0.04,0
15091,120775,25,15000,EDUCATION,9.0,13.11,0.12,0
15092,26989,26,1525,MEDICAL,2.0,15.23,0.06,0
15093,121000,25,13600,MEDICAL,9.0,11.99,0.11,0
15095,121000,23,3600,PERSONAL,4.0,5.79,0.03,0
15096,121000,24,20400,EDUCATION,0.0,10.75,0.17,0
15097,12000,22,1500,VENTURE,1.0,6.99,0.13,0
15098,121000,25,3600,EDUCATION,1.0,11.83,0.03,0
15102,14088,23,1500,MEDICAL,2.0,8.88,0.11,0
15103,121680,25,15000,HOMEIMPROVEMENT,3.0,10.37,0.12,0
15105,14400,25,1500,VENTURE,0.0,12.99,0.1,1
15106,122000,23,16000,EDUCATION,7.0,13.49,0.13,0
15108,110000,25,12000,DEBTCONSOLIDATION,9.0,15.99,0.11,1
15109,24744,22,5000,VENTURE,5.0,11.89,0.2,0
15110,122000,22,6000,MEDICAL,6.0,6.92,0.05,0
15111,122000,25,35000,PERSONAL,1.0,13.8,0.29,0
15112,122000,23,12000,PERSONAL,5.0,7.29,0.1,0
15115,24600,22,4750,PERSONAL,1.0,10.0,0.19,0
15116,122000,25,20000,PERSONAL,9.0,13.23,0.16,0
15117,14400,26,1500,PERSONAL,1.0,9.25,0.1,0
15118,15600,21,1500,EDUCATION,2.0,11.86,0.1,0
15119,122000,26,6000,PERSONAL,10.0,7.51,0.05,0
15120,122000,25,10000,PERSONAL,8.0,13.57,0.08,0
15121,122000,25,10000,MEDICAL,1.0,8.94,0.08,0
15123,122004,23,11200,EDUCATION,7.0,10.99,0.09,0
15124,16200,25,1500,MEDICAL,2.0,6.91,0.09,0
15125,17000,21,1500,DEBTCONSOLIDATION,0.0,18.64,0.09,1
15126,94102,24,8475,MEDICAL,8.0,12.99,0.08,1
15127,18000,22,1500,HOMEIMPROVEMENT,0.0,18.64,0.08,1
15128,123000,24,8000,PERSONAL,6.0,12.68,0.07,0
15129,123000,22,7000,EDUCATION,6.0,7.51,0.06,0
15130,123000,24,4750,PERSONAL,6.0,10.99,0.04,0
15131,18000,21,1500,DEBTCONSOLIDATION,6.0,12.61,0.08,0
15132,18000,26,1500,EDUCATION,0.0,11.36,0.08,0
15133,18000,21,1500,PERSONAL,3.0,12.87,0.08,0
15134,111917,26,25000,DEBTCONSOLIDATION,1.0,15.31,0.22,1
15135,123996,26,2000,MEDICAL,10.0,5.42,0.02,0
15136,123996,25,10000,HOMEIMPROVEMENT,9.0,6.54,0.08,0
15137,124000,23,16000,MEDICAL,4.0,6.03,0.13,0
15138,18000,21,1500,PERSONAL,5.0,12.18,0.08,1
15139,18700,26,1500,EDUCATION,2.0,5.42,0.08,0
15141,124000,24,12000,EDUCATION,5.0,10.36,0.1,0
15142,24000,22,8000,VENTURE,1.0,7.51,0.33,0
15145,112000,26,20000,DEBTCONSOLIDATION,5.0,12.53,0.18,1
15147,124500,26,6000,PERSONAL,10.0,10.62,0.05,0
15148,124726,26,15000,PERSONAL,3.0,7.29,0.12,0
15149,124800,23,5000,DEBTCONSOLIDATION,2.0,6.62,0.04,0
15151,112800,21,16000,EDUCATION,2.0,13.48,0.14,1
15153,24000,23,6000,VENTURE,2.0,15.23,0.25,0
15154,24000,23,5000,EDUCATION,7.0,7.49,0.21,0
15155,125000,23,35000,EDUCATION,6.0,8.9,0.28,0
15156,125000,25,20000,EDUCATION,1.0,11.71,0.16,0
15157,125000,25,15000,PERSONAL,9.0,7.9,0.12,0
15158,20004,23,1500,DEBTCONSOLIDATION,2.0,9.62,0.07,0
15159,24000,25,6000,HOMEIMPROVEMENT,7.0,5.42,0.25,0
15160,125000,25,30000,MEDICAL,1.0,14.27,0.24,0
15161,20160,24,1500,MEDICAL,3.0,13.35,0.07,0
15162,21216,22,1500,MEDICAL,0.0,11.86,0.07,0
15163,125000,25,12000,PERSONAL,9.0,9.91,0.1,0
15164,24000,22,4200,DEBTCONSOLIDATION,0.0,15.62,0.17,0
15165,23004,24,1500,DEBTCONSOLIDATION,9.0,7.68,0.07,0
15166,24000,22,1500,EDUCATION,0.0,18.79,0.06,1
15169,125000,24,28000,HOMEIMPROVEMENT,3.0,9.91,0.22,0
15170,24000,26,1500,EDUCATION,0.0,14.54,0.06,1
15171,24000,23,1500,VENTURE,4.0,11.49,0.06,0
15172,96050,25,35000,MEDICAL,3.0,19.29,0.31,1
15174,125000,25,10000,VENTURE,3.0,5.99,0.08,0
15175,24000,21,1500,EDUCATION,2.0,13.85,0.06,0
15177,25000,26,1500,DEBTCONSOLIDATION,1.0,14.7,0.06,1
15178,125000,25,25000,PERSONAL,9.0,10.59,0.2,0
15179,25200,26,1500,MEDICAL,2.0,13.49,0.06,0
15180,125000,26,6000,MEDICAL,10.0,5.42,0.05,0
15181,125000,26,10200,PERSONAL,10.0,7.49,0.08,0
15182,26400,22,1500,EDUCATION,6.0,11.11,0.06,0
15183,125000,24,15000,PERSONAL,2.0,7.66,0.12,0
15184,125000,21,6000,PERSONAL,2.0,5.79,0.05,0
15185,125000,24,25000,DEBTCONSOLIDATION,9.0,10.0,0.2,0
15186,53000,25,15000,EDUCATION,5.0,14.27,0.28,0
15187,113000,25,5000,DEBTCONSOLIDATION,4.0,14.54,0.04,1
15189,113000,26,12000,PERSONAL,10.0,7.29,0.11,1
15190,53307,26,15000,VENTURE,5.0,10.39,0.28,0
15192,125000,25,12000,PERSONAL,9.0,11.11,0.1,0
15193,53500,23,15000,EDUCATION,6.0,13.47,0.28,0
15194,48000,26,15000,PERSONAL,1.0,18.64,0.31,1
15195,48000,25,15000,PERSONAL,9.0,17.49,0.31,1
15196,125000,26,24000,EDUCATION,3.0,15.28,0.19,0
15197,48996,23,15000,MEDICAL,2.0,15.99,0.31,1
15198,54996,23,15000,EDUCATION,8.0,14.83,0.27,0
15199,125000,23,10000,MEDICAL,7.0,9.99,0.08,0
15200,54996,24,15000,MEDICAL,7.0,11.14,0.27,0
15201,125000,25,25000,DEBTCONSOLIDATION,9.0,11.49,0.2,0
15202,55000,26,15000,MEDICAL,10.0,11.12,0.27,0
15203,125000,25,12000,VENTURE,4.0,7.88,0.1,0
15204,113000,23,10000,DEBTCONSOLIDATION,6.0,10.38,0.09,1
15205,49000,22,15000,MEDICAL,3.0,14.61,0.31,1
15206,125000,26,15000,VENTURE,10.0,13.85,0.12,0
15207,125000,26,20000,DEBTCONSOLIDATION,2.0,13.11,0.16,0
15208,125000,24,10000,PERSONAL,8.0,10.99,0.08,0
15209,24000,24,6400,VENTURE,4.0,8.88,0.27,0
